NOSE_X,NOSE_Y,LEFT_EYE_INNER_X,LEFT_EYE_INNER_Y,LEFT_EYE_X,LEFT_EYE_Y,LEFT_EYE_OUTER_X,LEFT_EYE_OUTER_Y,RIGHT_EYE_INNER_X,RIGHT_EYE_INNER_Y,RIGHT_EYE_X,RIGHT_EYE_Y,RIGHT_EYE_OUTER_X,RIGHT_EYE_OUTER_Y,LEFT_EAR_X,LEFT_EAR_Y,RIGHT_EAR_X,RIGHT_EAR_Y,MOUTH_LEFT_X,MOUTH_LEFT_Y,MOUTH_RIGHT_X,MOUTH_RIGHT_Y,LEFT_SHOULDER_X,LEFT_SHOULDER_Y,RIGHT_SHOULDER_X,RIGHT_SHOULDER_Y,vitesse
-0.3333259113145189,-1.2541703181080377,-0.3352350839462352,-1.310191265265382,-0.3207780685653414,-1.32323222221266,-0.30548670677389106,-1.3355719806144415,-0.3814797332392647,-1.2602081292926417,-0.3974798776303884,-1.2408469932628456,-0.4131011206657908,-1.221346531628494,-0.26225518713786306,-1.324393084757037,-0.4098556477331312,-1.1681731707998824,-0.26442734061509326,-1.2370116717721813,-0.33136480549062114,-1.1651820399225479,0.08084561572628896,-0.9967266357521691,-0.3988243144662767,-0.8636447670306517,LENT
-0.3359583552241732,-1.252991205104583,-0.3426289101577747,-1.2942330403567808,-0.329087282199858,-1.304373991257743,-0.3152769417067935,-1.31435715993071,-0.38804305632589553,-1.248847401702317,-0.40606793544227887,-1.227513415118301,-0.42329775473927395,-1.2051878142357073,-0.2788463718744806,-1.2935956103187898,-0.4258484912018856,-1.1339013462880199,-0.2733375616418161,-1.2237090594722355,-0.33591485712846847,-1.1614167374910884,0.05932855687146985,-0.9982385097458165,-0.41015777274917314,-0.8311495186297064,LENT
-0.3003127383590676,-1.2961580667137074,-0.30189102678360685,-1.3495438469327234,-0.28742713360896766,-1.3611102116706777,-0.271090006248686,-1.3724135947222464,-0.34964933747426874,-1.3025116484939063,-0.3672471040430468,-1.28334814014674,-0.3844356109635691,-1.2652858489407077,-0.22331436923714904,-1.3564926475809151,-0.3886189216893305,-1.2057085975758872,-0.23406087039507523,-1.2667817875528122,-0.3038506934205112,-1.2134655117704098,0.08987481282879713,-0.995953070189047,-0.39898703193159424,-0.8639629501407954,LENT
-0.2826060665092669,-1.3418311046345437,-0.28122529731224877,-1.3891127324229189,-0.26500053945398944,-1.3967663459534416,-0.24687552729420387,-1.40425975406179,-0.3323321637447759,-1.3527255360666466,-0.3499880763307759,-1.3337742526168224,-0.3702716457577498,-1.3137545388466512,-0.2035236110055192,-1.375603343360136,-0.3789668516014385,-1.2483629117300934,-0.21902672467069884,-1.2989061800118271,-0.29439442980123554,-1.254903262100688,0.09811790335540094,-0.9951747972296828,-0.4089708181808791,-0.8812061200471186,LENT
-0.30290103461058115,-1.2903053658110095,-0.3091886888891143,-1.339581348120738,-0.29430293049205786,-1.3513615217288981,-0.27995256500019,-1.362663563977825,-0.3564984535019881,-1.2892569135332492,-0.3752347576731596,-1.2683102015106569,-0.39214246561901017,-1.2477631475443376,-0.23946034067258423,-1.3459633845199854,-0.39218641882703614,-1.187528284343008,-0.23340989094595,-1.266544118780742,-0.29989834723908243,-1.2014460523674837,0.09861855729890176,-0.9951253087708518,-0.3976862806879347,-0.8811190494788295,LENT
-0.3071016431378031,-1.2673908051728,-0.3120494076870486,-1.3133742470755556,-0.29773707502304864,-1.323030773392098,-0.2833189320040385,-1.3328406393114374,-0.35817729629951717,-1.2709211330005106,-0.3765257966080575,-1.2506651322464222,-0.393909342653384,-1.2300590429103242,-0.24346892348618318,-1.3144132585388104,-0.39485490337574636,-1.1653547547631389,-0.24158885535489732,-1.2397810349878249,-0.30615437417609087,-1.1780671705491945,0.09061546551060742,-0.9958859560262389,-0.3926043482749228,-0.8584804079435063,LENT
-0.3098369348468546,-1.263235276558689,-0.3136630841299691,-1.3123407438168142,-0.29909111322700965,-1.322916507652983,-0.28458762804296434,-1.3334167461221844,-0.360244938127555,-1.2673364749478675,-0.3783173237415842,-1.246758980291038,-0.3954248753067723,-1.225829201532365,-0.2444901949996424,-1.3157401395783257,-0.3940215717506408,-1.1663384432011006,-0.24253699436418408,-1.2368594249335443,-0.30878138990453313,-1.1731091766983133,0.08824460306865535,-0.9960988354722917,-0.38964854238022245,-0.8576990530544332,LENT
-0.2889699008969375,-1.283002783172986,-0.2946527194998075,-1.3338080662067706,-0.2799445272451241,-1.346256500844652,-0.2654611776322929,-1.3574536545126485,-0.3418576998346909,-1.282552207227408,-0.36006391711646474,-1.2616430290843188,-0.3763783685788519,-1.242368017554304,-0.22284478830742738,-1.33763335999117,-0.37636698789935674,-1.1842664819337418,-0.22181676658050808,-1.2580279315020737,-0.2903911993222374,-1.197874310924889,0.09277351792079333,-0.995687237224923,-0.38232304177254106,-0.8688948890444902,LENT
-0.2657808401456537,-1.3204801115507891,-0.25124507627802806,-1.3896447763175197,-0.23152445284901477,-1.3996906285191049,-0.2117423717605514,-1.4094477791623916,-0.30103343928985277,-1.358276945715384,-0.3177172324158873,-1.3465298931958294,-0.33389021712317957,-1.3355111326208982,-0.16131720278804176,-1.3794402363296039,-0.33855221957575005,-1.2987354949906462,-0.21016856999499836,-1.275279964439916,-0.2786501487550599,-1.2384930720255245,0.05576806251534036,-0.998443750645616,-0.396158501233396,-0.9176701729920463,LENT
-0.2671399953950269,-1.2880527064153744,-0.25727473971646075,-1.354208334513981,-0.24040307711681505,-1.3634446219963559,-0.22266493948540841,-1.3733054048531597,-0.30151219933407464,-1.3242306332280138,-0.31622966151664084,-1.3123805181642823,-0.3307142685982699,-1.301691100347825,-0.17455831013067682,-1.3519543454433882,-0.3318384676199652,-1.2641462344764594,-0.21123419619009484,-1.2449700399203085,-0.27467115376524026,-1.206919253179428,0.05174321236021827,-0.9986604227537232,-0.3806240713181888,-0.9075814266885801,LENT
-0.2899118075316371,-1.3085085860923376,-0.27525515981926385,-1.362881612555747,-0.2584394906658237,-1.368503070984519,-0.24135049362780556,-1.3743238795376327,-0.31833253058576144,-1.3389552512732343,-0.3324770245734253,-1.3273552158517425,-0.34681213115469495,-1.3169653956490324,-0.19217746295671836,-1.348203143420458,-0.34297738574191516,-1.272075412929283,-0.23634456063353365,-1.2687027708728398,-0.29493136211228793,-1.234065630758562,0.04074180639670321,-0.9991697079132921,-0.3962116206993325,-0.9092304057594393,LENT
-0.24603246242584229,-1.328032176820965,-0.21898187910069888,-1.3929069771927645,-0.1978147545425647,-1.3956104549642643,-0.17766529574667594,-1.398053768800605,-0.27600708362768106,-1.3847907065790637,-0.2942878882424188,-1.3814414439067246,-0.31038518373756296,-1.3783594397331895,-0.14437167602374054,-1.3671646673254743,-0.3354082485386844,-1.335734942139726,-0.2047277332794276,-1.265743255092916,-0.27766451738235826,-1.2515764891504535,0.027553309493255827,-0.9996203354954164,-0.4216899068565737,-0.9270935094056038,LENT
-0.2629221966786269,-1.2609913084547708,-0.25151429999264263,-1.3316922992138898,-0.23364567080797405,-1.3385891248892423,-0.2152522257330099,-1.3457318405070544,-0.29751904139893903,-1.3119293371355392,-0.3125239234183257,-1.3040559796752327,-0.32776068417463894,-1.2962168220904113,-0.17378621963453048,-1.322480983535821,-0.3381949587509399,-1.2614081082461852,-0.21201075795340554,-1.2117968914886816,-0.27793218182079515,-1.1810920731741819,0.028927364838214623,-0.9995815162174202,-0.40731693588720946,-0.9037826513897049,LENT
-0.2808582711672741,-1.2905721697091523,-0.2696197027623775,-1.359579828858448,-0.25318379814359593,-1.366178686829547,-0.23648069595536428,-1.37332305810634,-0.3141324134162115,-1.338987266515998,-0.32907324097183177,-1.3304778916883704,-0.34453933411475707,-1.3224778735264573,-0.18892007094283977,-1.3469256828025453,-0.3477167796361749,-1.2830178273307897,-0.23044579117634909,-1.2362549533836176,-0.29228214235206673,-1.2064833500453156,0.030777255083537857,-0.9995262680737925,-0.4023709758463208,-0.9051113380107472,LENT
-0.2864958534472708,-1.3047593894120975,-0.277048802669383,-1.3664417827578694,-0.26219467030477206,-1.3720992240430905,-0.24662494004561106,-1.3785303274841008,-0.3167106304226225,-1.3475203009386103,-0.3297776688294802,-1.3392296476690415,-0.34362113004679207,-1.3315276926926876,-0.19772152663219547,-1.354131842578809,-0.3430181306572789,-1.288748995309069,-0.2385348641772976,-1.2566529905775408,-0.29265075565185034,-1.2255426753314231,0.04145018889674068,-0.9991405716116348,-0.39474809239487973,-0.9122209521652955,LENT
-0.25476930214618976,-1.271707633624952,-0.24757058672217763,-1.3414344699651866,-0.23108592031966613,-1.3486374551432398,-0.21382730481620132,-1.356012309157649,-0.29079434061181747,-1.3180959494308588,-0.305536677696817,-1.308583746432952,-0.32051964913062636,-1.2993813927441025,-0.17109938173270067,-1.326957936305451,-0.32555112729285185,-1.2610031355196065,-0.20449551016273254,-1.221938841182628,-0.26683032358283437,-1.1871686160125587,0.04828992942154786,-0.99883336083476,-0.38639080768204104,-0.9052749597303801,LENT
-0.27728825277153024,-1.2792467321632457,-0.272643109670761,-1.3279469055164523,-0.2595327517718669,-1.3340725934133462,-0.2462369085650211,-1.3406809970336928,-0.3042740509623861,-1.3072112234664999,-0.3134945576622763,-1.2985945230665834,-0.3233238549122578,-1.2915259663550127,-0.19710715515479474,-1.3196306396928272,-0.31004652463442056,-1.2554451577618728,-0.22722181635704058,-1.24248530641564,-0.2715944590477823,-1.2109204954425408,0.05123488704922597,-0.9986866307050741,-0.3558738563238014,-0.9057815435780332,LENT
-0.26726542337179604,-1.3763319111183503,-0.24149136649665967,-1.4167490712146216,-0.221411349943873,-1.4165994103507216,-0.20100259230500847,-1.415833247491105,-0.2893937290068856,-1.4077491317191817,-0.3041757419808679,-1.4008275304365172,-0.31979076363465153,-1.3934800232147475,-0.1590869342531508,-1.375942262064217,-0.3240414560522541,-1.3345182311784436,-0.22061981626152138,-1.3197605544014468,-0.28099535690938154,-1.3059955785395514,0.04031477713076602,-0.9991870289114528,-0.3888705657321405,-0.9147119056889712,LENT
-0.2507657227570965,-1.3760776943227988,-0.225561281537538,-1.4242714742431586,-0.20513352087550915,-1.423871258386555,-0.18416558718769058,-1.4231715172125583,-0.2767722932233538,-1.4159525326800053,-0.29219161533432036,-1.4093195545775146,-0.308051045338942,-1.4020787701411754,-0.14497329130989534,-1.382725994898648,-0.32158396102143927,-1.342343281323925,-0.2056468907409058,-1.3127691655374065,-0.27586455952470607,-1.2977279020037853,0.04040236922567759,-0.9991834909369509,-0.39373494176439666,-0.9185744155564655,LENT
-0.27795102852257525,-1.264289122647789,-0.2807277496770103,-1.3346690718648393,-0.26666780557980946,-1.3483383293777584,-0.25228078513072993,-1.3604516094459473,-0.3229121813442166,-1.2907365737359537,-0.33633359325857737,-1.274677983987354,-0.3508645828421137,-1.260808610245347,-0.20972527931106041,-1.3546843829521864,-0.35358784710274227,-1.2412741074699094,-0.22482181853248323,-1.2319644505644025,-0.2819231534305605,-1.1932446504367056,0.06026310189312976,-0.9981825276722781,-0.41168186610512886,-0.9375397603401804,LENT
-0.25969930984200945,-1.2135734088824242,-0.2573594171002042,-1.2914368683585027,-0.24372191311749972,-1.3064154603821536,-0.23012571619438388,-1.320000526139738,-0.2987890934343704,-1.2545387938668113,-0.31536670347526374,-1.2454006287389867,-0.33159385572638245,-1.2354025810738685,-0.19406143557077252,-1.3240837072395393,-0.3347807605953359,-1.2248660632761725,-0.21051886380882012,-1.1853454687928577,-0.272928352227053,-1.145478242857919,0.07221082751747762,-0.9973893905537802,-0.40106919931453966,-0.9298656533472927,LENT
-0.2532180148153145,-1.2184231988174485,-0.24995355102651812,-1.293536863758103,-0.23555674749386354,-1.308193779250703,-0.22102291021597303,-1.3213268029799732,-0.2920797763402526,-1.256701088769252,-0.3089402309753937,-1.2472187187903687,-0.3252556808420453,-1.2372518614837849,-0.18395719503722546,-1.325820222958596,-0.33003699341614834,-1.2269559840680813,-0.20369179335813975,-1.1887696528305756,-0.26669723134703216,-1.1487488431939643,0.07709782836033394,-0.9970235327524224,-0.3977402716470206,-0.9299367324744205,LENT
-0.27385163787878813,-1.2921928590920526,-0.2707585534339351,-1.35862218713385,-0.25422644706286573,-1.369605967547537,-0.2365446550196094,-1.3799575441983527,-0.3122793175546856,-1.3271323159572994,-0.32860938305770426,-1.3152867118495863,-0.3410703615319531,-1.3020048377158553,-0.1893564374867862,-1.3670882986669248,-0.3441329592169521,-1.2737970072168374,-0.21791513006019436,-1.2558445350398475,-0.2823470466594105,-1.2252639358815476,0.06971987152952078,-0.9975666090612232,-0.4096440718701951,-0.9412138600473957,LENT
-0.26464568647921694,-1.23925136504809,-0.25676830946435114,-1.3179971623664086,-0.24111089036150088,-1.3309135510080787,-0.2251404210884117,-1.3422268509418438,-0.3014025993670452,-1.2835126254201967,-0.3178655307566782,-1.2749645143010855,-0.3349108933033774,-1.2666369413271141,-0.18666067999478977,-1.3444413959066333,-0.3394786197369193,-1.2569325614279554,-0.21437026758446742,-1.2052763019083454,-0.27823837748446345,-1.1703452519462074,0.06990366456872786,-0.9975537467624803,-0.4110401348710634,-0.9417406720411886,LENT
-0.24834002430912436,-1.2458181483640387,-0.23982693674482938,-1.3237086597995489,-0.22245227470495466,-1.3344932763428814,-0.20679722440111897,-1.3445081054886034,-0.28834781398598525,-1.291680254810254,-0.30084848717218127,-1.2825950166948867,-0.3170156464534572,-1.2735046873349725,-0.17213743600134707,-1.341279378644551,-0.3273860726968153,-1.258556530002567,-0.20020564275320465,-1.2063696055667232,-0.2652356704611193,-1.1764728520015206,0.0731984029042958,-0.997317398731347,-0.4111287063997195,-0.946468154910383,LENT
-0.26778113761504196,-1.291138403315717,-0.2607010662706807,-1.3589075693028638,-0.24325697373073055,-1.3686093192392312,-0.22530027104575603,-1.3763904693687632,-0.3041383081404777,-1.329900193389714,-0.3216171301273793,-1.3195333219238576,-0.3371701341203399,-1.3086081482880747,-0.1822590851922,-1.3632730870948115,-0.34128741529714834,-1.2768660915293921,-0.21519049395802414,-1.2483477781438264,-0.280823272753933,-1.2213735219376094,0.06735811316426768,-0.997728863264439,-0.41420916832286686,-0.9451362024930782,LENT
-0.2852343075357617,-1.2746821668182375,-0.2847955191560459,-1.3501291092367786,-0.2693277478352099,-1.3637621102950817,-0.2535462314553023,-1.3755430274003013,-0.32886909242489637,-1.3095375115120274,-0.3427776697244659,-1.2943186900750197,-0.35539506543477956,-1.2788623737716691,-0.20642885892189752,-1.367222137675907,-0.3559856546569002,-1.26020765918915,-0.22760734995227702,-1.2411768527729998,-0.29047038728414576,-1.2028820297755538,0.06488104415273058,-0.9978930053415804,-0.41401275086644723,-0.9444150376028071,LENT
-0.2635018767658127,-1.209585436805821,-0.2591927947897836,-1.2854597107147598,-0.24462254374447587,-1.2998711719594853,-0.2312514130619415,-1.3125410927653547,-0.3019854132737977,-1.253448448208715,-0.3192937178132094,-1.2465419786147718,-0.33459031000027056,-1.2390516504732232,-0.19542919534192263,-1.3177699098353035,-0.33893866768834785,-1.2320172320287972,-0.21459885719505134,-1.1811379693610593,-0.2772579786347219,-1.1418187425923148,0.06750006922554964,-0.9977192694613781,-0.4059840383620804,-0.9383481479948645,LENT
-0.3062432619561502,-1.228022349091976,-0.3116751135917891,-1.2967107178252981,-0.29931599421460087,-1.3106568604861484,-0.2865104224407949,-1.3235461049577426,-0.3505007728590922,-1.2488903708368608,-0.36457993474284617,-1.231962518494628,-0.37790061125861546,-1.2171973423219067,-0.2446849357223547,-1.3164862422970305,-0.37190511453300634,-1.198665452115985,-0.2496480165845827,-1.1984656899145714,-0.30346441189349305,-1.1577386407216623,0.04852354557892808,-0.9988220389661261,-0.40958065607908545,-0.9012718084318118,LENT
-0.27823370160951677,-1.3436153155959325,-0.27364463299686653,-1.3974751795560272,-0.2598831888917941,-1.4074913456659541,-0.24446843069988047,-1.4159644476895348,-0.3167574815657763,-1.3589416387693989,-0.3336825718944311,-1.3428688110799474,-0.34734235173911937,-1.3266987541481827,-0.19842589258713877,-1.3974076118661936,-0.34229446723993395,-1.2831475779599775,-0.22397660028301877,-1.303809834370384,-0.2804033730993969,-1.2590841554693273,0.08068927834041278,-0.9967393041116134,-0.3648635539838065,-0.9324415493104575,LENT
-0.2794645464745599,-1.345497516375591,-0.27376322614876625,-1.402340882923387,-0.25933690915374713,-1.412598270769366,-0.24323894774894256,-1.4202325576905528,-0.31547061033973095,-1.3642497867211263,-0.3325676067629188,-1.3479245688849213,-0.346990895690897,-1.3312863624692284,-0.19593910224229513,-1.4013471470223247,-0.3427466812250596,-1.2888300426720185,-0.22436644421647522,-1.3013973914599504,-0.2815781372689269,-1.2609496074562163,0.08075022078951785,-0.9967343687474833,-0.3663316140895234,-0.9367274670098165,LENT
-0.2737290548853787,-1.3425740120855536,-0.266274240120097,-1.4046545881904977,-0.25070219735146787,-1.4179328199852184,-0.23237091871221033,-1.4295022313300338,-0.30867882131839586,-1.365967866518771,-0.32555958210103675,-1.3482305779668613,-0.34073519032303495,-1.3320474913164804,-0.18458074167849856,-1.413175681052229,-0.33525922072126874,-1.29982413881719,-0.21437141389135628,-1.2962572488563777,-0.2735580631818432,-1.2600270865645782,0.08407255948088091,-0.9964596352799915,-0.3616261262811162,-0.9530685809366611,LENT
-0.27677081210436577,-1.3612107172045371,-0.2623459009892991,-1.4237541534144502,-0.2447410409553244,-1.4278458046611644,-0.22705732144389743,-1.4317435130401333,-0.3110852045120527,-1.4034865382399293,-0.3262414278600818,-1.391858547038513,-0.3421300384485562,-1.3795543761307265,-0.18873107789849555,-1.4071839112959457,-0.35108807579860735,-1.333738593849227,-0.22500290535896303,-1.2959207904498313,-0.2908128669832342,-1.2811539117760185,0.04144591525905209,-0.9991407488979416,-0.4122063976251026,-0.9454664699551676,LENT
-0.19569926023740075,-1.3608797211947965,-0.18338736303329764,-1.428538253452897,-0.16787400401307762,-1.4331928583352016,-0.15194560750690309,-1.437215736067765,-0.23012024270819403,-1.4077770376125862,-0.24684348078818893,-1.3987005133038741,-0.26102667239196503,-1.388108313045684,-0.1183845588199577,-1.409383015140457,-0.27149124755683796,-1.3527403796819633,-0.1525162520585061,-1.3038295982642247,-0.21565450143258205,-1.2861008860199008,0.10010209358049957,-0.9949771710249441,-0.34724049411975616,-0.9448835540999584,LENT
-0.21154817594458786,-1.3971104317070608,-0.18701790952548167,-1.4571324008863633,-0.16750727670967222,-1.458884414888107,-0.1496412274151949,-1.4590225370528758,-0.24706403330958782,-1.4475083628385332,-0.2642138027200367,-1.4432341671779205,-0.27966630856629626,-1.4392167963113964,-0.12340533917182486,-1.4361478962601544,-0.30075895297480393,-1.4002553420821482,-0.16988608353574394,-1.3170956961319429,-0.23866597564778175,-1.309279841127185,0.06504873414211329,-0.9978820883183086,-0.3993864218579657,-0.9918903660639217,LENT
-0.1658232594935353,-1.3926237015329923,-0.151720317469328,-1.4552816645405702,-0.1334140397834394,-1.460689098193501,-0.11596275858274496,-1.4651422710634205,-0.1975478643709562,-1.4284680835920653,-0.2088348767946996,-1.4194906646149896,-0.22323155290551275,-1.407743109966842,-0.07473869275666385,-1.437713560290712,-0.2286748540580546,-1.3678963914198,-0.11128542486962242,-1.3393911703666357,-0.18048587568756597,-1.3140024512077246,0.15482106942832727,-0.9879425269017773,-0.3400177198680136,-1.0110094320760235,LENT
-0.20470384965160857,-1.2933540409392683,-0.19601143101722768,-1.3535311412846107,-0.18330992013509312,-1.3597205674699933,-0.1676855369538579,-1.367075320197596,-0.23653635952228652,-1.3308760765048842,-0.2490705167495412,-1.319252600698013,-0.2623457166253641,-1.3076503972524374,-0.12982621812848233,-1.3566996013329653,-0.2647861384178958,-1.2729265912439567,-0.1567726494189344,-1.244638048455596,-0.21145674412583865,-1.2260489961091203,0.106073133887197,-0.9943583309186627,-0.3416806556963534,-0.9589065282019396,LENT
-0.20280629887958657,-1.3516117984307356,-0.19919136212344044,-1.4096777803989686,-0.18423029455659903,-1.416065163957674,-0.1686589901063401,-1.4221295308285773,-0.23697837678960748,-1.381899702460901,-0.25301367842533945,-1.3677075808696195,-0.26519008427285545,-1.3549382001911987,-0.1323085853731112,-1.4005346183095397,-0.2740265586430746,-1.3134249573050207,-0.15321848705644683,-1.2997275398427481,-0.2146201592114333,-1.279539420984127,0.11276539715455429,-0.9936216408696902,-0.35304858753575785,-0.9835457765768119,LENT
-0.18506210443378632,-1.349218493328746,-0.1834469323986443,-1.4104944234533394,-0.16904424282894395,-1.4191569174544192,-0.15372543081849185,-1.4254764997188172,-0.22114215225743658,-1.377625493491468,-0.23546188350839783,-1.362954660126871,-0.2509869403009978,-1.3474527088886168,-0.11893869721575955,-1.4020445261303442,-0.25841942588965244,-1.304976216596721,-0.1341368658335952,-1.3036162287835587,-0.1977496968403261,-1.2778097118692449,0.12721577181307736,-0.9918750664282286,-0.3350595265299079,-0.9776912401722008,LENT
-0.16982498380378233,-1.3906476814094801,-0.16135372740691364,-1.4454468667117204,-0.14563319451573156,-1.4519856986586845,-0.1296285177636455,-1.456436493458691,-0.20444579512249653,-1.4225597875898797,-0.21600714784235608,-1.4135053019356427,-0.23159414075947102,-1.3998985294032067,-0.09926595918442668,-1.4200948586979312,-0.2455272924592949,-1.3462639773713017,-0.12279191629408748,-1.3379449378679498,-0.18806155243013487,-1.3166755771032825,0.1315892547255344,-0.9913043266529095,-0.34846657722408036,-0.9860567914481866,LENT
-0.15619298872564386,-1.3871893159894313,-0.14201895760145505,-1.4410652948398808,-0.125434557439082,-1.445636863769579,-0.10952102396318728,-1.4487891482470938,-0.18640739203887247,-1.419352249772885,-0.19766473964451553,-1.4107444267694802,-0.21071508207350584,-1.400788931601697,-0.07497997268036681,-1.4143509204186753,-0.22370690356512551,-1.3543672197069736,-0.11084645817136522,-1.3341927551067119,-0.1769113946015536,-1.3125485913504435,0.14604537148791502,-0.9892778929436141,-0.33657844626256467,-0.9958454159772284,LENT
